 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |         |         |         |         |         |                 |    |    
4672|    227.98|    70|2020A&A...640A...1C|B              |Gaia DR3 4146599265675697536       |*  |18 18 55.7283847687 -13 50 18.820169086|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4673|    363.71|    80|2020A&A...633A..99C|B              |Gaia DR3 4146610329506140288       |*  |18 18 22.3315773990 -13 49 59.870654698|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4674|    363.71|    80|2020A&A...640A...1C|B              |Gaia DR3 4146610329506140288       |*  |18 18 22.3315773990 -13 49 59.870654698|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4675|    102.05|    80|2020A&A...633A..99C|B              |Gaia DR3 4146600777505254272       |*  |18 18 45.3665733160 -13 45 49.212080612|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4676|    102.05|    80|2020A&A...640A...1C|B              |Gaia DR3 4146600777505254272       |*  |18 18 45.3665733160 -13 45 49.212080612|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4677|    665.19|    70|2020A&A...633A..99C|B              |Gaia DR3 4146604144753183872       |*  |18 18 06.3902394556 -13 53 23.751612254|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4678|    665.19|    70|2020A&A...640A...1C|B              |Gaia DR3 4146604144753183872       |*  |18 18 06.3902394556 -13 53 23.751612254|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4679|    521.40|    60|2020A&A...633A..99C|B              |Gaia DR3 4146611502034953344       |*  |18 18 09.4428579625 -13 46 49.629670156|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4680|    629.13|    50|2020A&A...633A..99C|B              |Gaia DR3 4146617579411062912       |*  |18 18 31.9891277591 -13 37 31.871888790|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4681|    217.17|    90|2020A&A...633A..99C|B              |Gaia DR3 4146599643632844928       |*  |18 18 59.8029692858 -13 48 08.825017637|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4682|    217.17|    90|2020A&A...640A...1C|B              |Gaia DR3 4146599643632844928       |*  |18 18 59.8029692858 -13 48 08.825017637|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4683|    540.44|    80|2020A&A...633A..99C|B              |Gaia DR3 4146616793429980544       |*  |18 18 15.5823582620 -13 42 04.308643395|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4684|    540.44|    80|2020A&A...640A...1C|B              |Gaia DR3 4146616793429980544       |*  |18 18 15.5823582620 -13 42 04.308643395|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4685|    369.82|    90|2020A&A...633A..99C|B              |Gaia DR3 4146613597978990080       |Y*O|18 18 28.4114860183 -13 42 52.800202532|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4686|    369.82|    90|2020A&A...640A...1C|B              |Gaia DR3 4146613597978990080       |Y*O|18 18 28.4114860183 -13 42 52.800202532|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4687|    369.82|    95|2022A&A...664A..66M|B              |Gaia DR3 4146613597978990080       |Y*O|18 18 28.4114860183 -13 42 52.800202532|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4688|    577.29|    80|2020A&A...633A..99C|B              |Gaia DR3 4152618542079272192       |*  |18 19 06.8897033276 -13 39 28.874807071|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4689|    577.29|    80|2020A&A...640A...1C|B              |Gaia DR3 4152618542079272192       |*  |18 19 06.8897033276 -13 39 28.874807071|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4690|    371.30|    80|2020A&A...633A..99C|B              |Gaia DR3 4152605901998464256       |*  |18 19 05.9830958847 -13 43 57.952808214|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4691|    371.30|    80|2020A&A...640A...1C|B              |Gaia DR3 4152605901998464256       |*  |18 19 05.9830958847 -13 43 57.952808214|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4692|    582.76|    70|2020A&A...633A..99C|B              |Gaia DR3 4152606447451386752       |*  |18 19 15.8534475918 -13 41 18.265288139|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4693|    582.76|    70|2020A&A...640A...1C|B              |Gaia DR3 4152606447451386752       |*  |18 19 15.8534475918 -13 41 18.265288139|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4694|    683.02|    80|2020A&A...633A..99C|B              |Gaia DR3 4152606589193262080       |*  |18 19 21.3511111722 -13 40 17.841713813|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4695|    683.02|    80|2020A&A...640A...1C|B              |Gaia DR3 4152606589193262080       |*  |18 19 21.3511111722 -13 40 17.841713813|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4696|    623.55|    50|2020A&A...633A..99C|B              |Gaia DR3 4152601740164585856       |*  |18 19 27.8890046416 -13 47 06.290123047|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4697|    575.70|    80|2020A&A...633A..99C|B              |Gaia DR3 4152606653607222656       |*  |18 19 13.3895096091 -13 40 49.010722082|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4698|    575.70|    80|2020A&A...640A...1C|B              |Gaia DR3 4152606653607222656       |*  |18 19 13.3895096091 -13 40 49.010722082|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4699|    506.07|    70|2020A&A...633A..99C|B              |Gaia DR3 4152606035130035456       |*  |18 19 12.8153124840 -13 42 25.786195813|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4700|    506.07|    70|2020A&A...640A...1C|B              |Gaia DR3 4152606035130035456       |*  |18 19 12.8153124840 -13 42 25.786195813|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4701|    659.31|    50|2020A&A...633A..99C|B              |Gaia DR3 4152605657177150080       |*  |18 19 24.6824991239 -13 42 11.179686727|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4702|    575.25|    60|2020A&A...633A..99C|B              |Gaia DR3 4152619233576994432       |*  |18 18 52.5574732835 -13 38 06.250821549|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4703|    630.61|    90|2020A&A...633A..99C|B              |Gaia DR3 4152618507716914432       |*  |18 19 12.4332232128 -13 39 22.056644269|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4704|    630.61|    90|2020A&A...640A...1C|B              |Gaia DR3 4152618507716914432       |*  |18 19 12.4332232128 -13 39 22.056644269|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4705|    158.58|   100|2019ApJ...884....4K|B              |[KDR2019] M16 0                    |cor|18 18 49.3 -13 49 57                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4706|    121.66|   100|2019ApJ...884....4K|B              |[KDR2019] M16 1                    |cor|18 18 51.0 -13 48 58                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4707|    593.27|   100|2019ApJ...884....4K|B              |[KDR2019] M16 2                    |cor|18 18 04.5 -13 48 21                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4708|    640.89|   100|2019ApJ...884....4K|B              |[KDR2019] M16 3                    |cor|18 18 01.1 -13 47 25                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4709|    513.80|   100|2019ApJ...884....4K|B              |[KDR2019] M16 4                    |cor|18 18 09.9 -13 48 02                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4710|    525.12|   100|2019ApJ...884....4K|B              |[KDR2019] M16 5                    |cor|18 18 10.5 -13 45 03                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4711|    599.73|   100|2019ApJ...884....4K|B              |[KDR2019] M16 6                    |cor|18 19 25.4 -13 45 30                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4712|    353.61|   100|2019ApJ...884....4K|B              |[KDR2019] M16 7                    |cor|18 19 07.6 -13 45 17                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4713|    168.46|   100|2019ApJ...884....4K|B              |[KDR2019] M16 8                    |cor|18 18 38.3 -13 45 15                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4714|    188.57|   100|2019ApJ...884....4K|B              |[KDR2019] M16 9                    |cor|18 18 47.0 -13 44 25                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4715|    338.00|   100|2019ApJ...884....4K|B              |[KDR2019] M16 10                   |cor|18 18 25.9 -13 44 21                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4716|    301.82|   100|2019ApJ...884....4K|B              |[KDR2019] M16 11                   |cor|18 18 30.6 -13 43 56                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4717|    255.87|   100|2019ApJ...884....4K|B              |[KDR2019] M16 12                   |cor|18 18 46.9 -13 43 17                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4718|    335.61|   100|2019ApJ...884....4K|B              |[KDR2019] M16 13                   |cor|18 18 40.5 -13 42 03                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4719|    336.21|   100|2019ApJ...884....4K|B              |[KDR2019] M16 14                   |cor|18 18 33.7 -13 42 39                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4720|    370.42|   100|2019ApJ...884....4K|B              |[KDR2019] M16 15                   |cor|18 19 01.2 -13 42 44                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4721|    462.85|   100|2019ApJ...884....4K|B              |[KDR2019] M16 16                   |cor|18 18 22.0 -13 42 14                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4722|    383.21|   100|2019ApJ...884....4K|B              |[KDR2019] M16 17                   |cor|18 18 55.2 -13 41 37                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4723|    528.21|   100|2019ApJ...884....4K|B              |[KDR2019] M16 18                   |cor|18 19 11.8 -13 41 34                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4724|    612.63|   100|2019ApJ...884....4K|B              |[KDR2019] M16 19                   |cor|18 18 11.5 -13 41 23                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4725|    601.27|   100|2019ApJ...884....4K|B              |[KDR2019] M16 20                   |cor|18 18 15.4 -13 40 34                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4726|    692.94|   100|2019ApJ...884....4K|B              |[KDR2019] M16 21                   |cor|18 18 08.3 -13 40 13                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4727|    570.63|   100|2019ApJ...884....4K|B              |[KDR2019] M16 22                   |cor|18 19 10.2 -13 40 12                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4728|    458.78|   100|2019ApJ...884....4K|B              |[KDR2019] M16 23                   |cor|18 18 55.4 -13 40 17                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4729|    660.30|   100|2019ApJ...884....4K|B              |[KDR2019] M16 24                   |cor|18 19 15.8 -13 39 25                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4730|    785.00|   100|2019ApJ...884....4K|B              |[KDR2019] M16 25                   |cor|18 18 02.6 -13 39 28                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4731|    533.39|   100|2019ApJ...884....4K|B              |[KDR2019] M16 26                   |cor|18 18 59.9 -13 39 23                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4732|    509.23|   100|2019ApJ...884....4K|B              |[KDR2019] M16 27                   |cor|18 18 51.2 -13 39 10                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4733|    540.41|   100|2019ApJ...884....4K|B              |[KDR2019] M16 28                   |cor|18 18 55.7 -13 38 53                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4734|    505.52|   100|2019ApJ...884....4K|B              |[KDR2019] M16 29                   |cor|18 18 44.5 -13 39 06                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4735|    576.46|   100|2019ApJ...884....4K|B              |[KDR2019] M16 30                   |cor|18 18 44.4 -13 37 55                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4736|    871.77|   100|2019ApJ...884....4K|B              |[KDR2019] M16 31                   |cor|18 18 02.7 -13 37 17                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4737|    935.56|   100|2019ApJ...884....4K|B              |[KDR2019] M16 32                   |cor|18 17 57.8 -13 36 58                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4738|   1026.74|   100|2019ApJ...884....4K|B              |[KDR2019] M16 33                   |cor|18 17 50.0 -13 36 52                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4739|    651.86|   100|2019ApJ...884....4K|B              |[KDR2019] M16 34                   |cor|18 18 35.7 -13 36 54                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4740|    753.76|   100|2019ApJ...884....4K|B              |[KDR2019] M16 35                   |cor|18 18 29.7 -13 35 32                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4741|    926.31|   100|2019ApJ...884....4K|B              |[KDR2019] M16 36                   |cor|18 18 08.2 -13 34 57                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4742|    997.99|   100|2019ApJ...884....4K|B              |[KDR2019] M16 37                   |cor|18 17 59.5 -13 35 06                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4743|    806.10|   100|2019ApJ...884....4K|B              |[KDR2019] M16 38                   |cor|18 18 22.5 -13 35 15                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4744|   1093.63|   100|2019ApJ...884....4K|B              |[KDR2019] M16 39                   |cor|18 17 54.8 -13 33 59                   |     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
